attempt_id,poll_type,poll_type_2,poll_id,poll_source,course_id,course_session_id,on_demand_session_id,evaluation_id,classroom_activity_id,is_course_session_deleted,poll_answered,poll_seen,user_id,question_type,question_id,question_text,question_image_flag,question_format,show_correct_answer,choice_type,selected_choice_id,submitted_choice_text,correct_choice_id,is_correct_answer,poll_start_time,poll_end_time,poll_duration,total_choices_selected,creator_id,is_poll_deleted,poll_created_at,poll_updated_at,choice_submitted_at,rn,,,,,,,,,,,
mcq15191984,mcq,SECTION_CHECK,342124,course session,14796,70690,,,148838,0,0,0,652929,has correct answer,322117,في الشكل المجاور:مستطيل محيطه ٢٠ ، ومساحته ٢٤ وجميع الدوائر متطابقة ، اوجد طول قطر الدائرة ؟,1,image and text,0,MCQ,-1,,1260592,,12/16/25 5:58,12/16/25 5:58,,0,557612,0,12/11/25 10:35,12/11/25 10:35,,1,,,,,,,,,,,
mcq15191980,mcq,SECTION_CHECK,342124,course session,14796,70690,,,148838,0,1,1,647499,has correct answer,322117,في الشكل المجاور:مستطيل محيطه ٢٠ ، ومساحته ٢٤ وجميع الدوائر متطابقة ، اوجد طول قطر الدائرة ؟,1,image and text,0,MCQ,1260592,,1260592,1,12/16/25 5:58,12/16/25 5:58,60,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 5:58,1,,,,,,,,,,,
mcq15191988,mcq,SECTION_CHECK,342124,course session,14796,70690,,,148838,0,0,0,648986,has correct answer,322117,في الشكل المجاور:مستطيل محيطه ٢٠ ، ومساحته ٢٤ وجميع الدوائر متطابقة ، اوجد طول قطر الدائرة ؟,1,image and text,0,MCQ,-1,,1260592,,12/16/25 5:58,12/16/25 5:58,,0,557612,0,12/11/25 10:35,12/11/25 10:35,,1,,,,,,,,,,,
mcq15191983,mcq,SECTION_CHECK,342124,course session,14796,70690,,,148838,0,1,1,652940,has correct answer,322117,في الشكل المجاور:مستطيل محيطه ٢٠ ، ومساحته ٢٤ وجميع الدوائر متطابقة ، اوجد طول قطر الدائرة ؟,1,image and text,0,MCQ,1260594,,1260592,0,12/16/25 5:58,12/16/25 5:58,60,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 5:58,1,,,,,,,,,,,
mcq15192257,mcq,SECTION_CHECK,342124,course session,14796,70690,,,148838,0,1,1,647748,has correct answer,322117,في الشكل المجاور:مستطيل محيطه ٢٠ ، ومساحته ٢٤ وجميع الدوائر متطابقة ، اوجد طول قطر الدائرة ؟,1,image and text,0,MCQ,1260592,,1260592,1,12/16/25 5:58,12/16/25 5:59,60,2,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 5:59,1,,,,,,,,,,,
mcq15191989,mcq,SECTION_CHECK,342124,course session,14796,70690,,,148838,0,0,0,647504,has correct answer,322117,في الشكل المجاور:مستطيل محيطه ٢٠ ، ومساحته ٢٤ وجميع الدوائر متطابقة ، اوجد طول قطر الدائرة ؟,1,image and text,0,MCQ,-1,,1260592,,12/16/25 5:58,12/16/25 5:58,,0,557612,0,12/11/25 10:35,12/11/25 10:35,,1,,,,,,,,,,,
mcq15191990,mcq,SECTION_CHECK,342124,course session,14796,70690,,,148838,0,1,1,647404,has correct answer,322117,في الشكل المجاور:مستطيل محيطه ٢٠ ، ومساحته ٢٤ وجميع الدوائر متطابقة ، اوجد طول قطر الدائرة ؟,1,image and text,0,MCQ,1260592,,1260592,1,12/16/25 5:58,12/16/25 5:58,60,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 5:58,1,,,,,,,,,,,
mcq15191987,mcq,SECTION_CHECK,342124,course session,14796,70690,,,148838,0,0,0,652934,has correct answer,322117,في الشكل المجاور:مستطيل محيطه ٢٠ ، ومساحته ٢٤ وجميع الدوائر متطابقة ، اوجد طول قطر الدائرة ؟,1,image and text,0,MCQ,-1,,1260592,,12/16/25 5:58,12/16/25 5:58,,0,557612,0,12/11/25 10:35,12/11/25 10:35,,1,,,,,,,,,,,
mcq15191978,mcq,SECTION_CHECK,342124,course session,14796,70690,,,148838,0,1,1,647433,has correct answer,322117,في الشكل المجاور:مستطيل محيطه ٢٠ ، ومساحته ٢٤ وجميع الدوائر متطابقة ، اوجد طول قطر الدائرة ؟,1,image and text,0,MCQ,1260594,,1260592,0,12/16/25 5:58,12/16/25 5:58,60,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 5:58,1,,,,,,,,,,,
mcq15192238,mcq,SECTION_CHECK,342124,course session,14796,70690,,,148838,0,1,1,647496,has correct answer,322117,في الشكل المجاور:مستطيل محيطه ٢٠ ، ومساحته ٢٤ وجميع الدوائر متطابقة ، اوجد طول قطر الدائرة ؟,1,image and text,0,MCQ,1260592,,1260592,1,12/16/25 5:58,12/16/25 5:59,60,2,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 5:59,1,,,,,,,,,,,
mcq15191991,mcq,SECTION_CHECK,342124,course session,14796,70690,,,148838,0,1,1,648953,has correct answer,322117,في الشكل المجاور:مستطيل محيطه ٢٠ ، ومساحته ٢٤ وجميع الدوائر متطابقة ، اوجد طول قطر الدائرة ؟,1,image and text,0,MCQ,1260592,,1260592,1,12/16/25 5:58,12/16/25 5:58,60,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 5:58,1,,,,,,,,,,,
mcq15195832,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,648959,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258257,,1258257,1,12/16/25 6:14,12/16/25 6:16,105,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:16,1,,,,,,,,,,,
mcq15195935,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,648951,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258258,,1258257,0,12/16/25 6:15,12/16/25 6:15,15,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:15,1,,,,,,,,,,,
mcq15196020,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,648986,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258258,,1258257,0,12/16/25 6:18,12/16/25 6:18,2,2,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:18,1,,,,,,,,,,,
mcq15195926,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,648953,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258259,,1258257,0,12/16/25 6:15,12/16/25 6:15,1,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:15,1,,,,,,,,,,,
mcq15195823,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,652934,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258257,,1258257,1,12/16/25 6:14,12/16/25 6:14,4,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:14,1,,,,,,,,,,,
mcq15195877,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,647426,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258257,,1258257,1,12/16/25 6:14,12/16/25 6:15,15,4,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:15,1,,,,,,,,,,,
mcq15195952,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,647496,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258257,,1258257,1,12/16/25 6:15,12/16/25 6:16,43,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:16,1,,,,,,,,,,,
mcq15195816,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,647499,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258257,,1258257,1,12/16/25 6:14,12/16/25 6:15,33,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:15,1,,,,,,,,,,,
mcq15195819,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,0,0,652929,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,-1,,1258257,,12/16/25 6:14,12/16/25 6:14,,0,557612,0,12/11/25 10:35,12/11/25 10:35,,1,,,,,,,,,,,
mcq15195849,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,647404,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258260,,1258257,0,12/16/25 6:14,12/16/25 6:14,9,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:14,1,,,,,,,,,,,
mcq15195829,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,647739,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258260,,1258257,0,12/16/25 6:14,12/16/25 6:15,65,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:15,1,,,,,,,,,,,
mcq15195864,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,647748,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258257,,1258257,1,12/16/25 6:14,12/16/25 6:15,27,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:15,1,,,,,,,,,,,
mcq15195825,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,0,0,647504,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,-1,,1258257,,12/16/25 6:14,12/16/25 6:14,,0,557612,0,12/11/25 10:35,12/11/25 10:35,,1,,,,,,,,,,,
mcq15195912,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,647433,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258260,,1258257,0,12/16/25 6:15,12/16/25 6:15,28,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:15,1,,,,,,,,,,,
mcq15195884,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,647306,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258260,,1258257,0,12/16/25 6:15,12/16/25 6:15,16,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:15,1,,,,,,,,,,,
mcq15195963,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,657525,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258259,,1258257,0,12/16/25 6:15,12/16/25 6:16,50,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:16,1,,,,,,,,,,,
mcq15195841,mcq,EXIT_TICKET,342117,course session,14796,70690,,,148836,0,1,1,651452,has correct answer,321509,ما محيط الدائرة؟,1,image and text,0,MCQ,1258257,,1258257,1,12/16/25 6:14,12/16/25 6:15,16,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:15,1,,,,,,,,,,,
mcq15194047,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,647433,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307474,,1307476,0,12/16/25 6:07,12/16/25 6:08,48,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:08,1,,,,,,,,,,,
mcq15193877,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,651452,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307476,,1307476,1,12/16/25 6:05,12/16/25 6:06,16,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:06,1,,,,,,,,,,,
mcq15193784,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,652940,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307476,,1307476,1,12/16/25 6:04,12/16/25 6:05,19,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:05,1,,,,,,,,,,,
mcq15193954,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,648953,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307475,,1307476,0,12/16/25 6:06,12/16/25 6:06,3,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:06,1,,,,,,,,,,,
mcq15194029,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,647426,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307475,,1307476,0,12/16/25 6:07,12/16/25 6:07,11,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:07,1,,,,,,,,,,,
mcq15194016,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,647411,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307474,,1307476,0,12/16/25 6:07,12/16/25 6:07,23,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:07,1,,,,,,,,,,,
mcq15194066,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,648951,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307474,,1307476,0,12/16/25 6:07,12/16/25 6:07,1,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:07,1,,,,,,,,,,,
mcq15194025,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,647404,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307475,,1307476,0,12/16/25 6:06,12/16/25 6:07,61,7,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:07,1,,,,,,,,,,,
mcq15193783,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,652934,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307475,,1307476,0,12/16/25 6:04,12/16/25 6:04,5,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:04,1,,,,,,,,,,,
mcq15193862,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,647499,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307477,,1307476,0,12/16/25 6:05,12/16/25 6:05,26,2,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:05,1,,,,,,,,,,,
mcq15194360,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,0,0,652933,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,-1,,1307476,,12/16/25 6:09,12/16/25 6:09,,0,557612,0,12/11/25 10:35,12/11/25 10:35,,1,,,,,,,,,,,
mcq15193919,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,657525,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307474,,1307476,0,12/16/25 6:06,12/16/25 6:06,28,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:06,1,,,,,,,,,,,
mcq15193967,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,647496,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307476,,1307476,1,12/16/25 6:06,12/16/25 6:07,20,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:07,1,,,,,,,,,,,
mcq15193823,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,652958,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307474,,1307476,0,12/16/25 6:05,12/16/25 6:05,13,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:05,1,,,,,,,,,,,
mcq15194359,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,647739,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307475,,1307476,0,12/16/25 6:09,12/16/25 6:09,10,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:09,1,,,,,,,,,,,
mcq15193803,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,648959,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307475,,1307476,0,12/16/25 6:05,12/16/25 6:05,18,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:05,1,,,,,,,,,,,
mcq15194050,mcq,TEAM_EXERCISE,342123,course session,14796,70690,,,148837,0,1,1,647306,has correct answer,334117,في الشكل المقابل أوجد قيمة س ؟,1,image and text,1,MCQ,1307474,,1307476,0,12/16/25 6:07,12/16/25 6:08,39,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:08,1,,,,,,,,,,,
mcq15195985,mcq,EXIT_TICKET,342118,course session,14796,70690,,,148836,0,1,1,647496,has correct answer,321830,"&nbsp;في الشكل المجاور :<div>&nbsp;أوجد قياس القوس<div>&nbsp;<math dir=""rtl"" xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#1602;</mi><mo>&#160;</mo><mfenced><mover><mrow><mi>&#1605;</mi><mo>&#160;</mo><mi>&#1606;</mi></mrow><mo>&#9180;</mo></mover></mfenced></math></div></div>",1,image and text,0,MCQ,1259499,,1259500,0,12/16/25 6:16,12/16/25 6:16,30,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:16,1,,,,,,,,,,,
mcq15195959,mcq,EXIT_TICKET,342118,course session,14796,70690,,,148836,0,1,1,648951,has correct answer,321830,"&nbsp;في الشكل المجاور :<div>&nbsp;أوجد قياس القوس<div>&nbsp;<math dir=""rtl"" xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#1602;</mi><mo>&#160;</mo><mfenced><mover><mrow><mi>&#1605;</mi><mo>&#160;</mo><mi>&#1606;</mi></mrow><mo>&#9180;</mo></mover></mfenced></math></div></div>",1,image and text,0,MCQ,1259498,,1259500,0,12/16/25 6:15,12/16/25 6:16,21,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:16,1,,,,,,,,,,,
mcq15195898,mcq,EXIT_TICKET,342118,course session,14796,70690,,,148836,0,1,1,647426,has correct answer,321830,"&nbsp;في الشكل المجاور :<div>&nbsp;أوجد قياس القوس<div>&nbsp;<math dir=""rtl"" xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#1602;</mi><mo>&#160;</mo><mfenced><mover><mrow><mi>&#1605;</mi><mo>&#160;</mo><mi>&#1606;</mi></mrow><mo>&#9180;</mo></mover></mfenced></math></div></div>",1,image and text,0,MCQ,1259499,,1259500,0,12/16/25 6:15,12/16/25 6:15,20,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:15,1,,,,,,,,,,,
mcq15196011,mcq,EXIT_TICKET,342118,course session,14796,70690,,,148836,0,1,1,648959,has correct answer,321830,"&nbsp;في الشكل المجاور :<div>&nbsp;أوجد قياس القوس<div>&nbsp;<math dir=""rtl"" xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#1602;</mi><mo>&#160;</mo><mfenced><mover><mrow><mi>&#1605;</mi><mo>&#160;</mo><mi>&#1606;</mi></mrow><mo>&#9180;</mo></mover></mfenced></math></div></div>",1,image and text,0,MCQ,1259500,,1259500,1,12/16/25 6:16,12/16/25 6:17,45,4,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:17,1,,,,,,,,,,,
mcq15195975,mcq,EXIT_TICKET,342118,course session,14796,70690,,,148836,0,1,1,647748,has correct answer,321830,"&nbsp;في الشكل المجاور :<div>&nbsp;أوجد قياس القوس<div>&nbsp;<math dir=""rtl"" xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#1602;</mi><mo>&#160;</mo><mfenced><mover><mrow><mi>&#1605;</mi><mo>&#160;</mo><mi>&#1606;</mi></mrow><mo>&#9180;</mo></mover></mfenced></math></div></div>",1,image and text,0,MCQ,1259500,,1259500,1,12/16/25 6:15,12/16/25 6:16,26,2,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:16,1,,,,,,,,,,,
mcq15195970,mcq,EXIT_TICKET,342118,course session,14796,70690,,,148836,0,1,1,647433,has correct answer,321830,"&nbsp;في الشكل المجاور :<div>&nbsp;أوجد قياس القوس<div>&nbsp;<math dir=""rtl"" xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#1602;</mi><mo>&#160;</mo><mfenced><mover><mrow><mi>&#1605;</mi><mo>&#160;</mo><mi>&#1606;</mi></mrow><mo>&#9180;</mo></mover></mfenced></math></div></div>",1,image and text,0,MCQ,1259500,,1259500,1,12/16/25 6:15,12/16/25 6:16,67,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:16,1,,,,,,,,,,,
mcq15195976,mcq,EXIT_TICKET,342118,course session,14796,70690,,,148836,0,1,1,647739,has correct answer,321830,"&nbsp;في الشكل المجاور :<div>&nbsp;أوجد قياس القوس<div>&nbsp;<math dir=""rtl"" xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#1602;</mi><mo>&#160;</mo><mfenced><mover><mrow><mi>&#1605;</mi><mo>&#160;</mo><mi>&#1606;</mi></mrow><mo>&#9180;</mo></mover></mfenced></math></div></div>",1,image and text,0,MCQ,1259499,,1259500,0,12/16/25 6:16,12/16/25 6:16,44,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:16,1,,,,,,,,,,,
mcq15195973,mcq,EXIT_TICKET,342118,course session,14796,70690,,,148836,0,1,1,647499,has correct answer,321830,"&nbsp;في الشكل المجاور :<div>&nbsp;أوجد قياس القوس<div>&nbsp;<math dir=""rtl"" xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#1602;</mi><mo>&#160;</mo><mfenced><mover><mrow><mi>&#1605;</mi><mo>&#160;</mo><mi>&#1606;</mi></mrow><mo>&#9180;</mo></mover></mfenced></math></div></div>",1,image and text,0,MCQ,1259501,,1259500,0,12/16/25 6:15,12/16/25 6:15,19,2,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:15,1,,,,,,,,,,,
mcq15195995,mcq,EXIT_TICKET,342118,course session,14796,70690,,,148836,0,1,1,657525,has correct answer,321830,"&nbsp;في الشكل المجاور :<div>&nbsp;أوجد قياس القوس<div>&nbsp;<math dir=""rtl"" xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#1602;</mi><mo>&#160;</mo><mfenced><mover><mrow><mi>&#1605;</mi><mo>&#160;</mo><mi>&#1606;</mi></mrow><mo>&#9180;</mo></mover></mfenced></math></div></div>",1,image and text,0,MCQ,1259500,,1259500,1,12/16/25 6:16,12/16/25 6:17,34,1,557612,0,12/11/25 10:35,12/11/25 10:35,12/16/25 6:17,1,,,,,,,,,,,
