5:30:47 AM,5:30:54 AM,الله. أعاده. عليكم السلام ورحمة الله وبركاته.
5:30:58 AM,5:31:14 AM, حياكم الله يا أحباب. وعليكم السلام ورحمة الله وبركاته. جمعة. يا الله. فيض بطل. 
5:31:16 AM,5:31:23 AM,معي. وكذا. ان شاء الله. يضبط. ما هذا؟ الحد؟ الصفحة. مالك. 
5:31:25 AM,5:31:29 AM,احنا نشرب. 
5:31:29 AM,5:32:57 AM,الزوت. لا. الله اكبر. واحد. واحد. 
5:32:57 AM,5:32:57 AM,واحد. 
5:32:57 AM,5:32:57 AM,واحد. 
5:32:57 AM,5:32:57 AM,واحد. 
5:32:57 AM,5:32:57 AM,واحد. 
5:32:57 AM,5:32:57 AM,واحد. واحد. 
5:32:57 AM,5:32:57 AM,واحد. واحد. 
5:32:57 AM,5:32:57 AM,واحد. واحد. واحد. 
5:32:57 AM,5:33:08 AM,واحد. واحد. راح نبدأ ان شاء الله دقيقة بس. اقل من دقيقة ان شاء الله راح نبدأ بس ننتظر مزيد من الطلاب. الصوت ان شاء الله واضح الحين. 
5:33:08 AM,5:33:17 AM,هو كذا بداية الحصة يا فارس لكن ياخذ وقت وتضبط الامور ان شاء الله. 
5:33:17 AM,5:33:31 AM,ويمكن مع الغيم والمطر والجو الجميل. يمكن طول ويقطع اليوم. اشكركم على حضوركم. الله يعافيك يا فارس.
5:33:32 AM,5:33:55 AM, صبرتنا الله بالخير جميعا. السلام عليكم ورحمة الله وبركاته. حي الله الشباب الابطال. ابطال نون. 
5:33:55 AM,5:34:01 AM,راح يكون درسنا اليوم عن الدائرة فيها بعض القوانين المكررة معكم ان شاء الله.
5:34:01 AM,5:34:28 AM,اه ان شاء الله. الدرس يكون سلس وسهل. احتاج منكم المشاركة. التفاعل. طبعا اليوم الحصة عن بعد تكون يعني المجموعات يعني ما في تعاون بين المجموعات. لكن ان شاء الله راح يكون التفاعل من خلال المايكات. انا ودي تطلبون مايكات ونناقش بعض الاسئلة دائما لما يكون في مناقشة تبيين بعض 
5:34:28 AM,5:34:35 AM,مثلا المفاهيم الخاطئة. اه لا ما في حبر فيه مبارزة الفرق 
5:34:35 AM,5:35:47 AM,في تدريبات جماعية لان ما في حبار. لكن عموما حتى لو كان في حبار يعني لما يكون ما في مجموعات فعالة. يعني راح نختصر الوقت ان شاء الله بالمناقشة عن طريق المايكات. بسم الله الرحمن الرحيم. نبدأ. حي الله الابطال. اليوم راح نراجع الدائرة. راح نراجع المستقيمات اللي في الدائرة مثل الوتر والقطر والمماس والزوايا ومحيط الدائرة ومساحتها والمضلعات في الدائرة زي المثلث والمربع لما يرسم داخل دائرة او يرسم خارج دائرة. فيه بعض العلاقات تنشأ بين هذه المضلعات والدائرة. اليوم ركزوا بس على اهم المستقيمات اللي داخل الدائرة. فيه مستقيم دائما نبحث عنه ويعني ما نقدر نحل الا من خلاله خاصة اذا كان السؤال عن مساحة او محيط وهي انصاف الاطار انصاف الاطار. ما هو نصف القطر؟ هو القطعة الواصلة بين مركز الدائرة الى الدائرة. 
5:35:47 AM,5:35:49 AM,طيب ما هو؟ اه
5:35:51 AM,5:36:51 AM, ما هو الوتر؟ هو قطعة لا تمر بمركز الدائرة تلقاها تمر بين نقطتين على الدائرة. ما هو القطر؟ هو نقطة تصل من نقطة على الدائرة الى نقطة اخرى على الدائرة مرورا بالمركز. هذا هو القطر. طبعا نحن القطر نحتاجه في المحيط لان المحيط هو عبارة عن القطر في طاء. طيب نصف القطر متى نحتاجه؟ نحتاجه ايضا في المحيط. يمكن نقول اثنين نق اثنين نق في طاء. هذا يعطينا المحيط. طبعا اثنين نق اللي هو القطر. ايضا نحتاجه بشكل اساسي في المساحة في مساحة الدائرة. طيب ما هو المماس؟ المماس هو المستقيم المار على نقطة خارج يعني يمس الدائرة في نقطة على الدائرة. طيب ما علاقة المماس بالقطر دائما؟ اي نصف قطر 
5:36:51 AM,5:37:10 AM,يلتقي مع المماس في النقطة اللي على الدائرة يشكلان زاوية قائمة. يعني يكونون متعامدان المماس للدائرة عمودي على قطرها في نقطة التماس. طيب هنا في بيجينا سؤال او سؤالين على هذي الخاصية. انتبهوا يا شباب 
5:37:10 AM,5:37:36 AM,المماسان مرسومان من نفس النقطة يكونان متطابقان. المماسان مرسومان من نفس النقطة يكونان متطابقان. وهذه نشوفها ايضا بيكون عليها سؤال. طيب المستقيم الواصل من مركز الدائرة الى الوتر عموديا ينصف الوتر الى قطعتين متساويتين ينصف الوتر. 
5:37:36 AM,5:37:59 AM,اذا اي وتر اي دائرة فيها وتر. لو رسمت قطعة عمودية ما هو نصف قطر النصف القطر لازم يوصل الى الدائرة. هذا ما وصل الى الدائرة. هذا قطعة من مركز الدائرة الى الوتر لكن عموديا فانه ينصف الوتر الى قطعتين متساويتين. 
5:37:59 AM,5:38:08 AM,هذه ايضا قد نحتاج نبدأ تحقق من الفهم. بسم الله. 
5:38:09 AM,5:38:48 AM,انتبهوا يا شباب. هذا السؤال. ايجاد المحيط. محيط المثلث هو مجموع اضلاعه. طيب يا استاذ، هل الاضلاع موجودة كاملة؟ لا نعطيك من كل ضلع قطعة. لكن تذكروا ان المماسان المنطلقان من نقطة واحدة متطابقان. المماسان المنطلقان من نقطة واحدة متطابقان. اذا اول شيء لازم تكمل اضلاع المثلث. لازم تكمل قياساتها بعدين تجمعها. ابغى احد يطلب مايك 
5:38:48 AM,5:38:53 AM,من الان اربع اصوات صحيحة. 
5:38:53 AM,5:39:15 AM,3 اصوات رجعت 4 اصوات. رجعت 3. 4. لكن الاغلبية للاسف اصوات خاطئة. يعطيكم العافية. ممتازين. احد يطلب مايك يا شباب؟ يلا عندي فارس. تفضل يا فارس. 
5:39:15 AM,5:39:17 AM,يلا يا فاريس سلام عليكم. 
5:39:17 AM,5:39:20 AM,عليكم السلام ورحمة الله وبركاته. 
5:39:20 AM,5:39:36 AM,حليتها بالبركة قصدي بالبركة. قصدي شفت شفتها واحد واربعين اخترتها. بعدين يوم ما تتكلم قلت اه هو متطابق ضربت في اثنين طلع لي اثنين وثمانين. هذا بالحظ. 
5:39:36 AM,5:39:37 AM,والله انك 
5:39:37 AM,5:39:41 AM,بالحظ والبركة ولا استخدم شوي الذكاء. 
5:39:41 AM,5:39:51 AM,والله بطل بطل والتركيز شاف التركيز. لما انا اعطيك تيسير في الحل ترى ركز لاني افتح لك ادراك اكثر يعني. ايوه طيب انت معاي. 
5:39:51 AM,5:39:54 AM,سعداء. 
5:39:54 AM,5:39:58 AM,خلك معي يا فارس. تسمعني. الو. يا فارس. 
5:39:58 AM,5:39:59 AM,اسمعك. اسمعك. 
5:39:59 AM,5:40:06 AM,صوتك. صوتك. راح. طيب. شوف لي هذي نقطة. صح؟ انطلق منها مماس. اوكي. 
5:40:06 AM,5:40:09 AM,صح. واضح.
5:40:11 AM,5:40:19 AM,هذا واضح واضح. ايوه طيب ومن نفس النقطة مماس. ايش قلنا قبل قليل. المماسين ايش فيهم. 
5:40:19 AM,5:40:21 AM,انه متساويين. 
5:40:21 AM,5:40:29 AM,متطابقين. اي مماسات. اذا هذا 14. وهذا 14 صح. ايه 
5:40:29 AM,5:40:36 AM,ممتاز. وهذا عندي هنا نقطة انطلق منها مماسان متطابقان. اذا هذا 10. هذا بيكون 10. 
5:40:36 AM,5:40:36 AM,هذا 10. 
5:40:36 AM,5:40:38 AM,وعندي نقطة 
5:40:38 AM,5:41:25 AM,منهم مماسان متطابقان ايضا. اذا هذا يطابق هذا. اذا هذا 17. هذا 17 نفس ما سويته. تجمعها وتضربها في اثنين. لان عندي 10 مرتين وال 14 مرتين وال 17 مرتين فاجابتك صحيحة. فارس انت يوم قلت متطابقان جمعتهم ضربت في اثنين. ممتاز. زائد 14 زائد 17 يعطينا 41. طيب هذي ايش هذي؟ كل قطع لحالها طبعا نضربها في اثنين لان العشرة موجودة مرتين وال 14 مرتين وهكذا. اذا نضربها في اثنين يعطينا 82. هذه الاجابة الصحيحة واضح يا شباب تكتبون لي في الشات بيض على وجهك. يعطيك العافية. فارس شكرا لك 
5:41:25 AM,5:41:30 AM,كفو يا فارس. 
5:41:30 AM,5:42:36 AM,واضح يا شباب. ممتاز نمشي. طيب خلوكم معي هنا. عندنا الزاوية المحيطية والزاوية المركزية. ايش العلاقة بينهم؟ هذي دائرة عشان اوضحها لك اكثر. لو رسمت زاوية محيطية. قياس الزاوية المحيطية هي الزاوية التي ترسم يكون رأسها على محيط الدائرة ويقابلها قوس. هذا القوس. قياس الزاوية المحيطية. يعني لو قياس القوس 120. قياس الزاوية المحيطية اللي تقابلها بتكون 60 نص قياس القوس المقابل. طيب لو رسمنا من المركز زاوية مركزية على نفس القوس. قياس الزاوية المركزية تساوي قياس القوس المقابل لها. يعني قياس الزاوية المركزية هذي بتكون 120. اذا واضح تكتبون يا شباب. 
5:42:36 AM,5:42:42 AM,واضح. مفهوم. حلو الكلام. 
5:42:43 AM,5:43:12 AM,ممتاز. اذا نفرق بين الزاوية المحيطية والزاوية المركزية. الزاوية المحيطية دائما هي نصف الزاوية المركزية. الزاوية المحيطية هي نصف الزاوية المركزية التي مرسومة معها على نفس القوس. يلا نروح للي بعده. طيب عندي زاوية محيطية لكن رأساها قطر الدائرة. اذا كم القوس اللي مقابل لها؟ 
5:43:13 AM,5:43:16 AM,كم القوس اللي يقابلها 
5:43:16 AM,5:43:28 AM,نصف الدائرة اللي هو 180. قياس القوس 180. اذا الزاوية المحيطية في هذه الحالة ستكون زاوية قائمة. يعني قياسها 90. 
5:43:28 AM,5:43:47 AM,انتبه يا عبد الله خلاص بتفهم في هذا. يا عبد الله. الزاوية المحيطية. الزاوية المحيطية المرسومة على نصف دائرة قياسها 90. ليه؟ لان القوس المقابل لها هو نصف الدائرة 180. وش قلنا؟ الزاوية المحيطية 
5:43:47 AM,5:44:16 AM,دائما هي نصف قياس القوس المقابل لها. يعني لو القوس 60. الزاوية المحيطية 30. طيب لو في زاوية مركزية على نفس القوس يكون نفسه 60. فالزاوية المحيطية هي نصف الزاوية المركزية ونصف أيضا القوس المقابل لها. طيب هذه مهمة. هذه مهمة. الزاوية المحيطية التي على نصف دائرة 
5:44:16 AM,5:44:22 AM,هي قياسها 90 زاوية قائمة. نروح للي بعده. 
5:44:23 AM,5:44:36 AM,عندنا زاوية اسمها الزاوية المماسية وهذه فيها أسئلة كثيرة. ما هي الزاوية المماسية؟ أنا ارسمها لك هنا. لو عندي دائرة. 
5:44:36 AM,5:44:40 AM,تمام. وهذا مركزها م. 
5:44:40 AM,5:44:44 AM,ورسمت زاوية مماسية. يعني 
5:44:44 AM,5:44:48 AM,بهذا الشكل. 
5:44:48 AM,5:44:59 AM,يعني احد اضلاعها مماس. هذا مماس. والضلع الاخر وتر في الدائرة. شايفينها. اذا عندي هذه الزاوية اسمها زاوية 
5:44:59 AM,5:45:43 AM,زاوية مماسية. طيب كيف اجيب قياسها؟ وش علاقتها بالدائرة يا استاذ؟ ركزوا معي. قياسها هي نصف القوس المرسومة عليه اللي عليه الوتر. شايفين الوتر هذا. الضلع الثاني قياسه هي نصف القوس. لا. الزاوية المماسية ما تكون قائمة الا لو كان ما هو وتر. كان نصف قطر. متى تكون الزاوية المماسية قائمة؟ اذا كان عندي مماس. والضلع الاخر نصف قطر. واضح يا كرم. والضلع الاخر نصف قطر. هنا تكون الزاوية المماسية قائمة. 
5:45:44 AM,5:46:13 AM,لا. الزاوية المماسية ضلع منها خارج الدائرة التي هو المماس. وضلع منها هو وتر داخل الدائرة. طيب ايش علاقتها بالدائرة؟ القوس اللي مرسوم عليه الوتر. قياسه هو نصف نصفه هو قياس الزاوية المماسية. تمام. واضح يعني لو كان هذا القوس قياسه مثلا 80. كم قياس الزاوية؟ مثلا س هنا كم س تساوي. جاوبوا يا شباب.
5:46:14 AM,5:46:14 AM,ب 20. 
5:46:14 AM,5:46:29 AM,كم. ممتاز. 40. طيب نبغى علاقة ثانية نربطها ببعض. لو فيه زاوية محيطية هنا. ركزوا معي على نفس القوس 
5:46:29 AM,5:46:34 AM,كم بتكون لو قلنا هذي صاد كم صاد تساوي؟ 
5:46:34 AM,5:46:38 AM,يلا يا شباب. 
5:46:38 AM,5:46:59 AM,زاوية محيطية على نفس القوس حقت الزاوية المماسية. قلنا الزاوية المماسية هي المماس مع وتر. ايضا هذي بتكون 40. يعني استنتجنا شي ان الزاوية المحيطية تساوي الزاوية المماسية اللي على نفس القوس. اذا اوضحها هنا بشكل اكثر. ها؟ لو عندي 
5:46:59 AM,5:47:02 AM,قوس. 
5:47:02 AM,5:47:06 AM,رسمت عليه زاوية مماسية 
5:47:06 AM,5:47:08 AM,ورسمت عليه 
5:47:08 AM,5:47:12 AM,زاوية محيطية. 
5:47:12 AM,5:47:32 AM,هذي زاوية مماسية وهذي زاوية محيطية. الزاويتين متطابقتين. الزاوية المماسية والمحيطة اللي على نفس القوس متطابقتين. طيب كم قياسهم قياسهم نصف القوس. نصف القوس هذا اتمنى انه يكون واضح. 
5:47:32 AM,5:47:39 AM,ما فهمت ايش قصدك الثالث يا فارس. 
5:47:39 AM,5:47:44 AM,يلا نروح نتحقق ونفهم. ما فهمت والله سؤالك يا فارس. 
5:47:44 AM,5:47:47 AM,يلا يا شباب. 
5:47:47 AM,5:47:52 AM,هذا على الزاوية المحيطية على نصف قطر.
5:47:54 AM,5:48:20 AM, يلا اللي حضروا معنا درس امس بيجاوبون هذا السؤال. مثلث فيثاغورس. 
5:48:20 AM,5:48:27 AM,مثلث فيثاغورس.
5:48:31 AM,5:48:36 AM, مثلث فيثاغورس المشهور. 
5:48:36 AM,5:48:38 AM,احد يطلب استايج يا شباب 
5:48:39 AM,5:48:58 AM,تطلب مايك. يعطيكم العافية. اشكركم. يلا نروح للسؤال. فارس طلع. يلا يا كرم. يلا يا كرم. اتفضل يا كرم سريعا. 
5:48:58 AM,5:48:59 AM,السلام عليكم اساتذة. 
5:48:59 AM,5:49:01 AM,عليكم السلام. حياك الله يا كرم. اتفضل. 
5:49:01 AM,5:49:06 AM,المثلث الفيثاغورس يكون خمسة ثلاثة اربعة. 
5:49:06 AM,5:49:17 AM,طيب ليه اوقف عطني مبرر ليه استخدمت فيثاغورس؟ هل المثلث قائم الزاوية؟ هل على قال ان المثلث قائم الزاوية؟ ايش قال هو؟ 
5:49:17 AM,5:49:20 AM,هذا نصف قطر الدائرة. 
5:49:20 AM,5:49:32 AM,ممتاز انا عندي زاوية محيطية صح؟ على النصف. على. على قطر الدائرة او ممتاز على قطر الدائرة او على نصف الدائرة. اذا المثلث هذا قائم. 
5:49:32 AM,5:49:32 AM,قائم 
5:49:32 AM,5:49:40 AM,الزاوية ممتاز. عندي هذي الضلعين القائمين كاني ابغى اجيب الوتر صح ولا لا؟ ايوه كم 
5:49:40 AM,5:49:44 AM,يساوي. 
5:49:44 AM,5:50:29 AM,ممتاز. يساوي الجذر التربيعي الستة وثلاثين زائد اربعة وستين اللي هو اربع الضلعين هذه واجمعهم تحت الجذر يساوي جذر مئة يساوي عشرة. طيب استاذ لازم استخدم فيثاغورس اذا ما تعرف المثلثات الخاصة او المشهورة. هذا المثلث اللي تعرفونه. ثلاثة. اربعة. خمسة. صح. صح. ايوه. جميل. ثلاثة. اربعة. خمسة. طيب لو خل هذا ستة. وهذا ثمانية. اذا هذا عشرة. وهكذا. لو خل هذا مثلا تسعة. وهذا 12. اذا هذا بكون خمسطعش. هذا المثلث المشهور. طيب انا ايش جبت الحين يا كرم. الالف باء صح. 
5:50:29 AM,5:50:31 AM,طول الوتر عشرة اللي هو الف باء 
5:50:31 AM,5:50:38 AM,مش الوتر ايش اسمه القطر صح؟ قطر بس ايش يبغاه؟ ايش يبغى؟ ايش يبغى؟ 
5:50:38 AM,5:50:40 AM,نصف القطر. 
5:50:40 AM,5:50:52 AM,نصف القطر. اذا اقسم العشرة على اثنين. اذا النق يساوي خمسة. اجابة صحيحة وكافية وشافية ووافية. بيض الله وجهك. الله يعطيك العافية يا كرم. شكرا لك. يلا نروح للي بعده. يا شباب.
5:50:55 AM,5:51:23 AM, انتبهوا معي. مساحة الدائرة طاء نق تربيع. تضرب نصف القطر تربيع في طاء. او احيانا الطاء قد يكون ثلاثة فاصلة اربعة عشر. والمحيط هو القطر او نصف القطر في اثنين ونضربها في طاء. سهلة ان شاء الله. نبدأ. السؤال. يلا. 
5:51:27 AM,5:51:41 AM,ركزوا يا شباب. الجزء المظلل كم نسبته من الدائرة؟ تجيب مساحة الدائرة. وبعدين تشوف الجزء المظلل كم نسبته من الدائرة؟ هل هو الربع؟ الثلث. النص. ثلثين. يعني 
5:51:41 AM,5:51:54 AM,اول شي لازم تحدد نسبة الجزء المظلل. قد يكون ربع. قد يكون نص. قد يكون خمس. قد يكون سدس. قد يكون ثلثين. وهكذا. 
5:51:54 AM,5:52:14 AM,يلا ما نقطع الشاش.
5:52:17 AM,5:52:18 AM,[صوت موسيقى] 
5:52:18 AM,5:52:30 AM,سريعا احد بيطلب ماي. معنا اول واحد طلب فارس. ليس فارس. خالد يا خالد. يلا يا خالد. مع 
5:52:30 AM,5:52:40 AM,ان اتوقع اجابتك هاته يا خالد. تسمعني يا خالد. بس افتح المايك. يلا يا خالد. 
5:52:40 AM,5:52:44 AM,انا غلطت في السؤال بس اني فهمته بعد ما غلطت. 
5:52:44 AM,5:52:45 AM,يلا روح يا خالد. 
5:52:45 AM,5:52:53 AM,يقولون في الشكل التالي دائرة نصف قطرها 3 سنتيمتر. مساحة الجزء المظلل. 
5:52:53 AM,5:52:54 AM,ممتاز 
5:52:54 AM,5:52:56 AM,ولو... 
5:52:56 AM,5:53:03 AM,لو نلاحظ ان الجزء الغير مظلل. زاويته 120 اللي هي ثلث ثلث المثلث الدائرة. 
5:53:03 AM,5:53:10 AM,المثال 120 هي ثلث الدائرة صح؟ صح. اذا المضلل كم هو؟ 
5:53:10 AM,5:53:13 AM,240. 
5:53:13 AM,5:53:32 AM,كم نسبته. ممتاز 240. اذا باقي من 360. 240. اذا ابغى احسب نسبة نسبة المضلل. نقسمها على 360 يساوي الصفر يروح مع الصفر. و24 نبسطها مع 36 بنقسمهم على على كام 
5:53:32 AM,5:53:37 AM,على 6 صح 6 على 6 
5:53:37 AM,5:53:59 AM,او على 12 افضل 24 على 12 بكم ب2. وستة وثلاثين على اثنعش بكم؟ ثلاثة اذا قسمنا على اثنعش وقسمنا على اثنعش بدل ما نبسط مرتين والصفر يروح مع الصفر. اذا كم نسبة المضلل؟ ثلثين ثلثين صحيح. كم مساحة الدائرة؟ احسب لي مساحة الدائرة. 
5:53:59 AM,5:54:08 AM,اللي هو قال لي الحين في المعطيات ان نصف قطرها ثلاثة. الدائرة طاء نقط تربيعي اللي هي نصف القطر ثلاثة تربيع تسعة. 
5:54:08 AM,5:54:13 AM,طه اي ممتاز. طيب مساحة المضلل. 
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,